"Instituto Nacional de Estadística y Geografía",
"Consulta en línea de los precios promedio del INPC ",
"Publicados en el diario oficial de la Federación mensualmente ",
"Fecha de consulta: 17/09/2026 10:13:35",

"Año","Mes","Fecha_Pub_DOF","Clave ciudad","Nombre ciudad","División","Grupo","Clase","Subclase","Clave genérico","Genérico","Consecutivo","Especificación","Precio promedio","Cantidad","Unidad","Estatus"
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","FIILLER, INTEGRAL, CENTENO, BOLSA DE 450 GR","74.44","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","BIMBO, BLANCO, BOLSA DE 640 GR","37.5","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","WONDER, BLANCO, SUPER PAN, BOLSA DE 567 GR","42.59","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","BIMBO, TOSTADO, BOLSA DE 210 GR","84.29","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","005","WONDER, BLANCO, SUPER PAN, BOLSA DE 567 GR","48.15","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","006","BIMBO, INTEGRAL, BOLSA DE 750 GR","34.67","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","007","BIMBO, BLANCO, BOLSA DE 680 GR","35.29","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","008","BIMBO, BLANCO, BOLSA DE 650 GR","37.49","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","009","BIMBO, BLANCO, BOLSA DE 640 GR","37.5","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","010","BIMBO, INTEGRAL, BOLSA DE 680 GR","41.18","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","011","WONDER, INTEGRAL, SELECT, C/AJONJOLI, BOLSA DE 567 GR","45.86","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","012","WONDER, MEDIAS NOCHES, SUPER HOT DOGS, BOLSA DE 650 GR","52.16","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","013","BIMBO, BLANCO, BOLSA DE 640 GR","37.5","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","014","BIMBO, BLANCO, BOLSA DE 640 GR","37.5","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","015","BIMBO, INTEGRAL, BOLSA DE 680 GR","38.38","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","016","BIMBO, INTEGRAL, BOLSA DE 680 GR","37.65","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","017","BIMBO, INTEGRAL, BOLSA DE 750 GR","34.67","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","018","BIMBO, BLANCO, BOLSA DE 680 GR","38.24","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","019","BIMBO, BOLLOS, BIMBOLLOS, BOLSA C/6 PZAS DE 480 GR","52.08","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","020","BIMBO, BLANCO, BOLSA DE 640 GR","37.5","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","02","Mérida, Yuc."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","WONDER, INTEGRAL, 100%, BOLSA DE 567 GR","45.86","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","02","Mérida, Yuc."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","BONY BON, MEDIAS NOCHES, BOLSA DE 275 GR","50.3","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","02","Mérida, Yuc."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","BIMBO, INTEGRAL, DOBLE FIBRA, BOLSA DE 567 GR","49.82","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","02","Mérida, Yuc."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","BIMBO, BLANCO, PAQ DE 2 BOLSAS DE 680 GR C/U","34.71","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","03","Morelia, Mich."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","BIMBO, TOSTADO, BOLSA DE 210 GR","85.71","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","03","Morelia, Mich."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","WONDER, BOLLOS, SUPER BOLLOS, BOLSA C/8 PZAS DE 540 GR","55.56","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","03","Morelia, Mich."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","BIMBO, BLANCO, BOLSA DE 680 GR","38.24","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","03","Morelia, Mich."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","WONDER, INTEGRAL, 100%, BOLSA DE 567 GR","45.86","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","04","Guadalajara, Jal."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","OROWEAT, INTEGRAL, 100%, BOLSA DE 680 GR","55.88","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","04","Guadalajara, Jal."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","WONDER, INTEGRAL, 100%, BOLSA DE 567 GR","45.86","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","04","Guadalajara, Jal."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","OROWEAT, MULTIGRANO, 12 GRANOS, BOLSA DE 680 GR","54.3","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","04","Guadalajara, Jal."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","BIMBO, TOSTADO, BOLSA DE 210 GR","95.24","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","04","Guadalajara, Jal."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","005","C EST SI BON, INTEGRAL, ULTRAGRANO, BOLSA DE 600 GR","55.83","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","04","Guadalajara, Jal."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","006","WONDER, INTEGRAL, BOLSA DE 680 GR","35.11","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","05","Monterrey, N.L."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","BIMBO, BLANCO, BOLSA DE 680 GR","38.24","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","05","Monterrey, N.L."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","MP, INTEGRAL, BOLSA DE 680 GR","29.26","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","05","Monterrey, N.L."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","BIMBO, INTEGRAL, BOLSA DE 675 GR","34.6","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","05","Monterrey, N.L."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","MP, MEDIAS NOCHES, BOLSA DE 400 GR","32.5","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","05","Monterrey, N.L."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","005","BIMBO, TOSTADO, BOLSA DE 210 GR","80.48","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","05","Monterrey, N.L."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","006","SAM´S MP, BOLLOS, 12 PZAS, BOLSA DE 1400 GR","29.88","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","05","Monterrey, N.L."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","007","BIMBO, BLANCO, BOLSA DE 680 GR","38.24","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","05","Monterrey, N.L."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","008","SUNBEAM, BLANCO, BOLSA DE 567 GR","35.98","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","06","Mexicali, B.C."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","SARA LEE, INTEGRAL, BOLSA DE 567 GR","48.85","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","06","Mexicali, B.C."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","BIMBO, BLANCO, BOLSA DE 640 GR","43.77","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","06","Mexicali, B.C."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","NATURES OWN, INTEGRAL, BOLSA DE 567 GR","45.86","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","06","Mexicali, B.C."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","BIMBO, BLANCO, BOLSA DE 680 GR","39.71","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","07","Cd. Juárez, Chih."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","SUNBEAM, BLANCO, BOLSA DE 680 GR","25","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","07","Cd. Juárez, Chih."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","PULLMAN, BLANCO, BOLSA DE 680 GR","27.94","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","07","Cd. Juárez, Chih."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","NATURE´S SUNSHINE, INTEGRAL, OWN HONEY, BOLSA DE 567 GR","47.44","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","07","Cd. Juárez, Chih."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","PULLMAN, BLANCO, BOLSA DE 500 GR","43","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","08","Acapulco, Gro."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","WONDER, INTEGRAL, 100%, BOLSA DE 567 GR","46.74","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","08","Acapulco, Gro."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","BIMBO, BLANCO, BOLSA DE 680 GR","38.24","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","08","Acapulco, Gro."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","BIMBO, INTEGRAL, BOLSA DE 390 GR","51.28","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","08","Acapulco, Gro."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","WONDER, INTEGRAL, 100% CON AJONJOLI, BOLSA DE 567 GR","45.86","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","09","Culiacán, Sin."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","BIMBO, BLANCO, BOLSA DE 680 GR","38.24","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","09","Culiacán, Sin."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","BIMBO, INTEGRAL, BOLSA DE 675 GR","38.52","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","09","Culiacán, Sin."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","BIMBO, BLANCO, BOLSA DE 640 GR","37.5","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","09","Culiacán, Sin."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","WONDER, BLANCO, SUPER PAN, BOLSA DE 567 GR","46.74","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","10","León, Gto."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","BIMBO, MULTIGRANO, BOLSA DE 540 GR","50.09","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","10","León, Gto."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","BIMBO, BLANCO, BOLSA DE 680 GR","38.24","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","10","León, Gto."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","WONDER, INTEGRAL, PREMIUM, CON AJONJOLI, BOLSA DE 567 GR","44.81","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","10","León, Gto."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","BIMBO, INTEGRAL, BOLSA DE 680 GR","41.18","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","11","Puebla, Pue."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","BIMBO, BLANCO, BOLSA DE 680 GR","38.24","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","11","Puebla, Pue."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","BIMBO, TOSTADO, BOLSA DE 210 GR","85.71","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","11","Puebla, Pue."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","WONDER, BLANCO, SUPER PAN, BOLSA DE 567 GR","44","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","11","Puebla, Pue."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","BIMBO, BLANCO, BOLSA DE 640 GR","37.5","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","11","Puebla, Pue."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","005","BIMBO, PAN MOLIDO, CLASICO, BOLSA DE 210 GR","57.14","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","11","Puebla, Pue."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","006","OROWEAT, INTEGRAL, 100%, BOLSA DE 680 GR","57.35","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","12","San Luis Potosí, S.L.P."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","MP, BLANCO, BOLSA DE 680 GR","26.69","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","12","San Luis Potosí, S.L.P."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","WONDER, INTEGRAL, 100% CON AJONJOLI, BOLSA DE 567 GR","45.86","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","12","San Luis Potosí, S.L.P."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","BIMBO, INTEGRAL, BOLSA DE 680 GR","41.18","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","12","San Luis Potosí, S.L.P."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","SUNBEAM, BLANCO, BOLSA DE 567 GR","33.33","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","13","Tapachula, Chis."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","BIMBO, TOSTADO, BOLSA DE 210 GR","80.95","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","13","Tapachula, Chis."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","BIMBO, BLANCO, BOLSA DE 640 GR","37.5","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","13","Tapachula, Chis."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","WONDER, INTEGRAL, 100% CON AJONJOLI, BOLSA DE 567 GR","44.03","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","13","Tapachula, Chis."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","WONDER, BOLLOS, SUPER BOLLOS, BOLSA C/8 PZAS DE 540 GR","50","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","14","Toluca, Edo. de Méx."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","BIMBO, MEDIAS NOCHES, BOLSA C/8 PZAS DE 290 GR","60.35","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","14","Toluca, Edo. de Méx."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","BIMBO, BLANCO, BOLSA DE 680 GR","38.24","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","14","Toluca, Edo. de Méx."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","WONDER, BOLLOS, SUPER BOLLOS, BOLSA C/8 PZAS DE 450 GR","51.11","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","14","Toluca, Edo. de Méx."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","BIMBO, INTEGRAL, BOLSA DE 750 GR","37.33","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","15","Torreón, Coah."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","WONDER, BLANCO, SUPER PAN, BOLSA DE 567 GR","42.33","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","15","Torreón, Coah."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","BIMBO, INTEGRAL, MULTIGRANO, LINAZA, BOLSA DE 540 GR","47.96","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","15","Torreón, Coah."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","SUNBEAM, BLANCO, BOLSA DE 567 GR","36.16","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","15","Torreón, Coah."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","CRISTY, INTEGRAL, BOLSA DE 700 GR","34.14","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","16","Veracruz, Ver."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","BIMBO, BLANCO, BOLSA DE 740 GR","39.86","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","16","Veracruz, Ver."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","WONDER, INTEGRAL, 100% CON AJONJOLI, BOLSA DE 567 GR","47.62","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","16","Veracruz, Ver."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","BIMBO, INTEGRAL, MULTIGRANO, BOLSA DE 540 GR","47.8","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","16","Veracruz, Ver."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","004","OROWEAT, INTEGRAL, 100%, BOLSA DE 680 GR","57.35","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","17","Villahermosa, Tab."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","MP, BLANCO, BOLSA DE 760 GR","22.37","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","17","Villahermosa, Tab."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","WONDER, BLANCO, SUPER PAN, BOLSA DE 567 GR","45.86","1","KG",""
"2014","08","26/09/2014 12:00:00 a. m.","17","Villahermosa, Tab."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","003","BIMBO, BLANCO, BOLSA DE 640 GR","37.5","1","KG",""
